postal_code,kode_wilayah_concat,kode_provinsi,kode_kota_kabupaten,kode_kecamatan,kode_kelurahan
41358,3215072009,32,15,7,2009
41313,3215262006,32,15,26,2006
43115,3272021005,32,72,2,1005
44180,3205032008,32,5,3,2008
43354,3202182007,32,2,18,2007
40379,3204162004,32,4,16,2004
43182,3202422006,32,2,42,2006
40617,3204072005,32,4,7,2005
40565,3217152001,32,17,15,2001
40394,3204281014,32,4,28,1014
46384,3207372009,32,7,37,2009
43291,3203122013,32,3,12,2013
45187,3209322005,32,9,32,2005
44171,3205222008,32,5,22,2008
46411,3206242002,32,6,24,2002
16811,3201032012,32,1,3,2012
46193,3206052004,32,6,5,2004
45256,3212232002,32,12,23,2002
16660,3201222014,32,1,22,2014
41162,3214042008,32,14,4,2008
45463,3210042004,32,10,4,2004
40264,3273131005,32,73,13,1005
45254,3212212006,32,12,21,2006
40394,3204282002,32,4,28,2002
45475,3210192004,32,10,19,2004
45252,3212182002,32,12,18,2002
45457,3210142009,32,10,14,2009
45166,3209272009,32,9,27,2009
45183,3209072002,32,9,7,2002
46187,3206012004,32,6,1,2004
43169,3272061002,32,72,6,1002
44165,3205312011,32,5,31,2011
43273,3203302006,32,3,30,2006
16913,3201011009,32,1,1,1009
46396,3218092006,32,18,9,2006
16630,3201162010,32,1,16,2010
46273,3207122002,32,7,12,2002
41261,3213062004,32,13,6,2004
45473,3210102005,32,10,10,2005
45463,3210042002,32,10,4,2002
43116,3272021006,32,72,2,1006
45354,3211202008,32,11,20,2008
40375,3204321003,32,4,32,1003
43261,3203272004,32,3,27,2004
45561,3208012006,32,8,1,2006
41376,3215252009,32,15,25,2009
45592,3208212008,32,8,21,2008
40163,3273071004,32,73,7,1004
45167,3209262006,32,9,26,2006
41165,3214082010,32,14,8,2010
40234,3273171001,32,73,17,1001
16350,3201182013,32,1,18,2013
16920,3201132008,32,1,13,2008
43276,3203222010,32,3,22,2010
41353,3215102005,32,15,10,2005
43368,3202192001,32,2,19,2001
45155,3209312002,32,9,31,2002
41212,3213031007,32,13,3,1007
41163,3214062013,32,14,6,2013
40618,3204072003,32,4,7,2003
41355,3215122001,32,15,12,2001
45193,3209042013,32,9,4,2013
16640,3201142007,32,1,14,2007
16310,3201122003,32,1,12,2003
40235,3273171002,32,73,17,1002
46471,3206152007,32,6,15,2007
40293,3273241004,32,73,24,1004
41174,3214092004,32,14,9,2004
46153,3206322012,32,6,32,2012
41251,3213072011,32,13,7,2011
45253,3212202012,32,12,20,2012
45158,3209182009,32,9,18,2009
41111,3214012010,32,14,1,2010
43362,3202092010,32,2,9,2010
46472,3206142002,32,6,14,2002
45267,3212192007,32,12,19,2007
46193,3206052003,32,6,5,2003
45185,3209082003,32,9,8,2003
45121,3274011003,32,74,1,1003
46155,3206332006,32,6,33,2006
16457,3276101001,32,76,10,1001
16435,3276011011,32,76,1,1011
16138,3271011011,32,71,1,1011
17330,3216212001,32,16,21,2001
45153,3209202004,32,9,20,2004
16516,3276111002,32,76,11,1002
41115,3214162005,32,14,16,2005
46262,3207062009,32,7,6,2009
40394,3204282005,32,4,28,2005
46253,3207092014,32,7,9,2014
40382,3204332004,32,4,33,2004
45154,3209362003,32,9,36,2003
46462,3206252004,32,6,25,2004
45190,3209302010,32,9,30,2010
41381,3215172001,32,15,17,2001
43194,3202342004,32,2,34,2004
43268,3203172006,32,3,17,2006
45156,3209402007,32,9,40,2007
41282,3213012005,32,13,1,2005
45190,3209302004,32,9,30,2004
45381,3211082002,32,11,8,2002
40215,3204262008,32,4,26,2008
43172,3202252005,32,2,25,2005
45565,3208022009,32,8,2,2009
45467,3210232008,32,10,23,2008
17414,3275121001,32,75,12,1001
45323,3211181002,32,11,18,1002
40386,3204312001,32,4,31,2001
40562,3217102007,32,17,10,2007
43268,3203172017,32,3,17,2017
46382,3207192009,32,7,19,2009
45159,3209192001,32,9,19,2001
44160,3205072003,32,5,7,2003
43271,3203202007,32,3,20,2007
43267,3203192003,32,3,19,2003
45191,3209052004,32,9,5,2004
17134,3275021001,32,75,2,1001
45261,3212052007,32,12,5,2007
41267,3213252008,32,13,25,2008
46273,3207122005,32,7,12,2005
46474,3206132003,32,6,13,2003
16640,3201142005,32,1,14,2005
46196,3278061010,32,78,6,1010
41167,3214052010,32,14,5,2010
45364,3211142004,32,11,14,2004
40391,3217012010,32,17,1,2010
45167,3209262007,32,9,26,2007
46386,3207302001,32,7,30,2001
16670,3201192014,32,1,19,2014
41182,3214142004,32,14,14,2004
45591,3208102019,32,8,10,2019
16810,3201052004,32,1,5,2004
16340,3201112004,32,1,11,2004
40374,3204172001,32,4,17,2001
45191,3209052014,32,9,5,2014
46315,3279012005,32,79,1,2005
40395,3204252011,32,4,25,2011
45162,3209242009,32,9,24,2009
16360,3201202005,32,1,20,2005
41386,3215152011,32,15,15,2011
45257,3212312005,32,12,31,2005
45193,3209042007,32,9,4,2007
40394,3204282008,32,4,28,2008
45192,3209032002,32,9,3,2002
46392,3218042005,32,18,4,2005
43292,3203082011,32,3,8,2011
46158,3206382006,32,6,38,2006
44172,3205232010,32,5,23,2010
44180,3205032015,32,5,3,2015
40525,3277021006,32,77,2,1006
41164,3214112010,32,14,11,2010
17533,3216112005,32,16,11,2005
40563,3217142008,32,17,14,2008
40151,3273011004,32,73,1,1004
45253,3212202004,32,12,20,2004
40195,3273301001,32,73,30,1001
41151,3214122006,32,14,12,2006
46391,3218052013,32,18,5,2013
40132,3273021006,32,73,2,1006
45472,3210092004,32,10,9,2004
46193,3206052001,32,6,5,2001
16119,3271041012,32,71,4,1012
45266,3212012014,32,12,1,2014
40626,3204052005,32,4,5,2005
45559,3208192003,32,8,19,2003
46386,3207302007,32,7,30,2007
16413,3276081005,32,76,8,1005
43353,3202142001,32,2,14,2001
44171,3205222010,32,5,22,2010
16969,3201022002,32,1,2,2002
45476,3210202010,32,10,20,2010
41251,3213072015,32,13,7,2015
46413,3206382010,32,6,38,2010
41386,3215152008,32,15,15,2008
45213,3212151004,32,12,15,1004
45170,3209382010,32,9,38,2010
46258,3207342002,32,7,34,2002
45170,3209382007,32,9,38,2007
17433,3275101001,32,75,10,1001
43178,3202462002,32,2,46,2002
43267,3203192013,32,3,19,2013
41374,3215242006,32,15,24,2006
41383,3215192009,32,15,19,2009
45158,3209182015,32,9,18,2015
41165,3214082007,32,14,8,2007
17610,3216022001,32,16,2,2001
46412,3206242009,32,6,24,2009
41364,3215282006,32,15,28,2006
45167,3209262005,32,9,26,2005
45321,3211182008,32,11,18,2008
16141,3271021006,32,71,2,1006
44191,3205062014,32,5,6,2014
46188,3206102005,32,6,10,2005
46182,3278051001,32,78,5,1001
40565,3217152004,32,17,15,2004
45270,3212302005,32,12,30,2005
41151,3214122002,32,14,12,2002
44162,3205172012,32,5,17,2012
16165,3271061007,32,71,6,1007
45561,3208012010,32,8,1,2010
17533,3216112008,32,16,11,2008
43264,3203142006,32,3,14,2006
45554,3208122005,32,8,12,2005
43152,3202292003,32,2,29,2003
45272,3212062019,32,12,6,2019
41163,3214062007,32,14,6,2007
44152,3205092001,32,5,9,2001
41363,3215042007,32,15,4,2007
45554,3208122013,32,8,12,2013
43281,3203072013,32,3,7,2013
45588,3208282004,32,8,28,2004
16610,3201292001,32,1,29,2001
16680,3201302005,32,1,30,2005
45565,3208022003,32,8,2,2003
16134,3271011004,32,71,1,1004
44178,3205262003,32,5,26,2003
43267,3203192015,32,3,19,2015
44168,3205342001,32,5,34,2001
45355,3211232003,32,11,23,2003
45266,3212012007,32,12,1,2007
45391,3211072012,32,11,7,2012
45561,3208012011,32,8,1,2011
43254,3203132005,32,3,13,2005
41385,3215202002,32,15,20,2002
44162,3205172018,32,5,17,2018
43156,3202272002,32,2,27,2002
45356,3211192001,32,11,19,2001
41372,3215162001,32,15,16,2001
16360,3201202010,32,1,20,2010
43187,3202382006,32,2,38,2006
43287,3203092004,32,3,9,2004
45254,3212212010,32,12,21,2010
44163,3205202007,32,5,20,2007
45454,3210112010,32,10,11,2010
43263,3203152004,32,3,15,2004
17730,3216172001,32,16,17,2001
46472,3206142008,32,6,14,2008
45383,3211252007,32,11,25,2007
44153,3205102002,32,5,10,2002
40911,3204462011,32,4,46,2011
44151,3205042004,32,5,4,2004
43361,3202022005,32,2,2,2005
43175,3202202002,32,2,20,2002
43367,3202062005,32,2,6,2005
40382,3204332006,32,4,33,2006
43274,3203242006,32,3,24,2006
45457,3210142010,32,10,14,2010
40563,3217142001,32,17,14,2001
43196,3202392005,32,2,39,2005
45584,3208292007,32,8,29,2007
16911,3201011006,32,1,1,1006
45572,3208082003,32,8,8,2003
17146,3275041003,32,75,4,1003
46155,3206332002,32,6,33,2002
43252,3203112016,32,3,11,2016
43153,3202302002,32,2,30,2002
45156,3209402003,32,9,40,2003
45456,3210162001,32,10,16,2001
44152,3205092010,32,5,9,2010
45266,3212012013,32,12,1,2013
46256,3207042002,32,7,4,2002
17520,3216071001,32,16,7,1001
45159,3209192003,32,9,19,2003
41375,3215142014,32,15,14,2014
45462,3210052005,32,10,5,2005
43287,3203092007,32,3,9,2007
46155,3206332007,32,6,33,2007
41372,3215162008,32,15,16,2008
45311,3211172007,32,11,17,2007
44177,3205302001,32,5,30,2001
44172,3205232009,32,5,23,2009
46196,3278061009,32,78,6,1009
45164,3209282004,32,9,28,2004
40512,3277031003,32,77,3,1003
17540,3216122001,32,16,12,2001
41162,3214042002,32,14,4,2002
45588,3208282002,32,8,28,2002
41375,3215142003,32,15,14,2003
40394,3204282004,32,4,28,2004
16750,3201252007,32,1,25,2007
40251,3273111004,32,73,11,1004
16650,3201212010,32,1,21,2010
45114,3274021003,32,74,2,1003
45584,3208292002,32,8,29,2002
45261,3212052009,32,12,5,2009
46187,3206012010,32,6,1,2010
45551,3208132010,32,8,13,2010
40565,3217152007,32,17,15,2007
44162,3205172014,32,5,17,2014
46183,3206172001,32,6,17,2001
41382,3215182006,32,15,18,2006
40974,3204402003,32,4,40,2003
41163,3214062002,32,14,6,2002
41376,3215252004,32,15,25,2004
17532,3216192005,32,16,19,2005
45166,3209272003,32,9,27,2003
16370,3201232008,32,1,23,2008
45552,3208182009,32,8,18,2009
44180,3205032002,32,5,3,2002
46262,3207062004,32,7,6,2004
41283,3213022008,32,13,2,2008
16720,3201242010,32,1,24,2010
45566,3208152005,32,8,15,2005
45264,3212252003,32,12,25,2003
45361,3211162003,32,11,16,2003
17320,3216182002,32,16,18,2002
45591,3208102013,32,8,10,2013
44191,3205062015,32,5,6,2015
43185,3202232002,32,2,23,2002
45189,3209092003,32,9,9,2003
44166,3205362001,32,5,36,2001
41286,3213192002,32,13,19,2002
46473,3206122003,32,6,12,2003
43176,3202262005,32,2,26,2005
46187,3206082008,32,6,8,2008
44189,3205132002,32,5,13,2002
16640,3201142008,32,1,14,2008
43262,3203032017,32,3,3,2017
46180,3206192004,32,6,19,2004
41255,3213302006,32,13,30,2006
46186,3206022013,32,6,2,2013
45266,3212012008,32,12,1,2008
45556,3208322005,32,8,32,2005
40263,3273131002,32,73,13,1002
41167,3214052013,32,14,5,2013
45283,3212102011,32,12,10,2011
44163,3205202013,32,5,20,2013
45472,3210092006,32,10,9,2006
45184,3209342006,32,9,34,2006
41386,3215152007,32,15,15,2007
43182,3202422007,32,2,42,2007
45154,3209362002,32,9,36,2002
17630,3216142001,32,16,14,2001
43260,3203022010,32,3,2,2010
40124,3273141002,32,73,14,1002
43267,3203192004,32,3,19,2004
16830,3201062009,32,1,6,2009
45266,3212012012,32,12,1,2012
43351,3202112005,32,2,11,2005
44167,3205372002,32,5,37,2002
43284,3203292006,32,3,29,2006
44150,3205051006,32,5,5,1006
46268,3207312006,32,7,31,2006
43282,3203052012,32,3,5,2012
43253,3203102012,32,3,10,2012
46365,3207192002,32,7,19,2002
45253,3212202005,32,12,20,2005
45574,3208072015,32,8,7,2015
41354,3215082007,32,15,8,2007
45571,3208082004,32,8,8,2004
43268,3203172014,32,3,17,2014
17340,3216222002,32,16,22,2002
40554,3217072001,32,17,7,2001
40296,3273291004,32,73,29,1004
43268,3203172011,32,3,17,2011
43274,3203242010,32,3,24,2010
46396,3218092005,32,18,9,2005
41364,3215282004,32,15,28,2004
40381,3204292002,32,4,29,2002
41163,3214062012,32,14,6,2012
41114,3214011003,32,14,1,1003
44183,3205412007,32,5,41,2007
46393,3218012001,32,18,1,2001
43280,3203312002,32,3,31,2002
40561,3217092001,32,17,9,2001
45553,3208162008,32,8,16,2008
41311,3215011012,32,15,1,1012
46198,3206202003,32,6,20,2003
45165,3209292006,32,9,29,2006
45158,3209182002,32,9,18,2002
46415,3206312006,32,6,31,2006
45391,3211072011,32,11,7,2011
43260,3203022007,32,3,2,2007
43365,3202032004,32,2,3,2004
41375,3215142006,32,15,14,2006
43368,3202192004,32,2,19,2004
45564,3208262008,32,8,26,2008
41358,3215072001,32,15,7,2001
46475,3206092004,32,6,9,2004
45372,3211032015,32,11,3,2015
46215,3207012009,32,7,1,2009
46252,3207112010,32,7,11,2010
43154,3202312003,32,2,31,2003
41384,3215232001,32,15,23,2001
44167,3205372005,32,5,37,2005
44160,3205072012,32,5,7,2012
41287,3213262005,32,13,26,2005
41262,3213052004,32,13,5,2004
45183,3209072009,32,9,7,2009
41267,3213252005,32,13,25,2005
40213,3273151001,32,73,15,1001
45571,3208082024,32,8,8,2024
43292,3203082010,32,3,8,2010
40391,3217012001,32,17,1,2001
44152,3205092005,32,5,9,2005
45462,3210052002,32,10,5,2002
45181,3209102005,32,9,10,2005
43274,3203242005,32,3,24,2005
17730,3216172005,32,16,17,2005
46132,3278021003,32,78,2,1003
46397,3218082002,32,18,8,2002
40258,3204322007,32,4,32,2007
45557,3208222009,32,8,22,2009
16812,3201172015,32,1,17,2015
45553,3208162010,32,8,16,2010
41151,3214122005,32,14,12,2005
45463,3210042010,32,10,4,2010
17530,3216082002,32,16,8,2002
41111,3214011001,32,14,1,1001
46382,3207192012,32,7,19,2012
45458,3210152003,32,10,15,2003
16360,3201202002,32,1,20,2002
45652,3209162010,32,9,16,2010
45183,3209072005,32,9,7,2005
17530,3216082007,32,16,8,2007
45468,3210222004,32,10,22,2004
40972,3204382008,32,4,38,2008
46463,3206272002,32,6,27,2002
43282,3203052004,32,3,5,2004
40381,3204292003,32,4,29,2003
40391,3217012002,32,17,1,2002
45558,3208142012,32,8,14,2012
16425,3276061002,32,76,6,1002
40914,3204372017,32,4,37,2017
45142,3274031003,32,74,3,1003
43283,3203062004,32,3,6,2004
45377,3211262005,32,11,26,2005
16720,3201242004,32,1,24,2004
40974,3204402002,32,4,40,2002
40551,3217032008,32,17,3,2008
44161,3205082012,32,5,8,2012
44162,3205172005,32,5,17,2005
45381,3211082010,32,11,8,2010
45163,3209252002,32,9,25,2002
45151,3209212015,32,9,21,2015
41350,3215302007,32,15,30,2007
43283,3203062009,32,3,6,2009
43281,3203102010,32,3,10,2010
40566,3217132008,32,17,13,2008
45186,3209062017,32,9,6,2017
45472,3210092005,32,10,9,2005
46380,3207352007,32,7,35,2007
16123,3271031001,32,71,3,1001
45173,3209122006,32,9,12,2006
46187,3206012012,32,6,1,2012
40614,3273251002,32,73,25,1002
46415,3206312005,32,6,31,2005
43366,3202052013,32,2,5,2013
45213,3212292005,32,12,29,2005
46461,3206262002,32,6,26,2002
45180,3209012011,32,9,1,2011
44179,3205152011,32,5,15,2011
45164,3209282005,32,9,28,2005
43283,3203062014,32,3,6,2014
46186,3206022004,32,6,2,2004
44170,3205242009,32,5,24,2009
46365,3218102005,32,18,10,2005
45474,3210212003,32,10,21,2003
40556,3217042003,32,17,4,2003
46418,3206232002,32,6,23,2002
46371,3218062004,32,18,6,2004
45282,3212112006,32,12,11,2006
41384,3215232009,32,15,23,2009
17720,3216162003,32,16,16,2003
45574,3208302006,32,8,30,2006
46192,3206182006,32,6,18,2006
16921,3201131007,32,1,13,1007
41383,3215192010,32,15,19,2010
46382,3207192001,32,7,19,2001
17423,3275091002,32,75,9,1002
46189,3206072003,32,6,7,2003
45134,3274051003,32,74,5,1003
43352,3202122001,32,2,12,2001
41162,3214042004,32,14,4,2004
46192,3206182003,32,6,18,2003
46391,3218052009,32,18,5,2009
40238,3204122003,32,4,12,2003
17530,3216082001,32,16,8,2001
16711,3201042007,32,1,4,2007
45575,3208302004,32,8,30,2004
45165,3209292003,32,9,29,2003
45559,3208192010,32,8,19,2010
45515,3208091004,32,8,9,1004
40551,3217032007,32,17,3,2007
45283,3212102016,32,12,10,2016
16740,3201282004,32,1,28,2004
46395,3218032001,32,18,3,2001
46393,3218012007,32,18,1,2007
41174,3214092011,32,14,9,2011
16350,3201182009,32,1,18,2009
46197,3206222001,32,6,22,2001
43151,3202322002,32,2,32,2002
41286,3213192005,32,13,19,2005
45456,3210162010,32,10,16,2010
45376,3211022006,32,11,2,2006
43252,3203112001,32,3,11,2001
43179,3202242007,32,2,24,2007
45458,3210152004,32,10,15,2004
45583,3208042008,32,8,4,2008
41261,3213062001,32,13,6,2001
46419,3206392006,32,6,39,2006
46380,3207352001,32,7,35,2001
41372,3215162003,32,15,16,2003
46466,3206292003,32,6,29,2003
44185,3205122001,32,5,12,2001
16413,3276081004,32,76,8,1004
41174,3214092007,32,14,9,2007
45411,3210072006,32,10,7,2006
40556,3217042012,32,17,4,2012
40558,3217052001,32,17,5,2001
16436,3276011008,32,76,1,1008
16136,3271011005,32,71,1,1005
45375,3211042004,32,11,4,2004
46153,3206322010,32,6,32,2010
44163,3205202004,32,5,20,2004
41376,3215252006,32,15,25,2006
44182,3205022013,32,5,2,2013
16518,3276111006,32,76,11,1006
41259,3213132004,32,13,13,2004
45474,3210212002,32,10,21,2002
43287,3203092001,32,3,9,2001
44151,3205042005,32,5,4,2005
45192,3209032006,32,9,3,2006
46186,3206022005,32,6,2,2005
46264,3207082004,32,7,8,2004
17610,3216022002,32,16,2,2002
43266,3203182007,32,3,18,2007
43292,3203082006,32,3,8,2006
46181,3278081001,32,78,8,1001
40386,3204312004,32,4,31,2004
44154,3205212005,32,5,21,2005
45553,3208092016,32,8,9,2016
46415,3206312001,32,6,31,2001
44188,3205142018,32,5,14,2018
43364,3202012010,32,2,1,2010
45553,3208162009,32,8,16,2009
45595,3208112002,32,8,11,2002
40294,3273241002,32,73,24,1002
45652,3209162009,32,9,16,2009
41175,3214172006,32,14,17,2006
46411,3278041006,32,78,4,1006
17124,3275031006,32,75,3,1006
44152,3205092011,32,5,9,2011
44181,3205192007,32,5,19,2007
40238,3204442003,32,4,44,2003
41165,3214082009,32,14,8,2009
43284,3203292005,32,3,29,2005
45455,3210172013,32,10,17,2013
44175,3205272003,32,5,27,2003
40198,3204062006,32,4,6,2006
40562,3217102010,32,17,10,2010
40911,3204462005,32,4,46,2005
43367,3202062009,32,2,6,2009
16120,3201332008,32,1,33,2008
41363,3215042005,32,15,4,2005
46261,3207022002,32,7,2,2002
43183,3202442004,32,2,44,2004
43276,3203222004,32,3,22,2004
17340,3216222005,32,16,22,2005
45261,3212052002,32,12,5,2002
44188,3205142020,32,5,14,2020
16730,3201272006,32,1,27,2006
46394,3218022007,32,18,2,2007
41253,3213082011,32,13,8,2011
43254,3203132010,32,3,13,2010
16330,3201102008,32,1,10,2008
41254,3213212006,32,13,21,2006
45280,3212282001,32,12,28,2001
45166,3209272011,32,9,27,2011
43254,3203132008,32,3,13,2008
43260,3203022006,32,3,2,2006
40143,3273081003,32,73,8,1003
43182,3202422004,32,2,42,2004
45563,3208202002,32,8,20,2002
40241,3273101003,32,73,10,1003
46471,3206152003,32,6,15,2003
45173,3209122009,32,9,12,2009
45588,3208282003,32,8,28,2003
43276,3203222019,32,3,22,2019
44111,3205011010,32,5,1,1010
43359,3202162011,32,2,16,2011
45354,3211202011,32,11,20,2011
45274,3212082018,32,12,8,2018
44182,3205022006,32,5,2,2006
40227,3273031006,32,73,3,1006
40377,3204132018,32,4,13,2018
45150,3209392004,32,9,39,2004
17535,3216102006,32,16,10,2006
46473,3206122012,32,6,12,2012
41374,3215242009,32,15,24,2009
41283,3213022002,32,13,2,2002
41376,3215252007,32,15,25,2007
45476,3210202003,32,10,20,2003
43281,3203072016,32,3,7,2016
45354,3211202012,32,11,20,2012
44150,3205052011,32,5,5,2011
45391,3211072004,32,11,7,2004
43367,3202062002,32,2,6,2002
46383,3207182014,32,7,18,2014
44181,3205192009,32,5,19,2009
45353,3211222009,32,11,22,2009
45461,3210062002,32,10,6,2002
16811,3201032013,32,1,3,2013
40377,3204132003,32,4,13,2003
41255,3213302007,32,13,30,2007
46198,3206202007,32,6,20,2007
16812,3201172014,32,1,17,2014
41374,3215242004,32,15,24,2004
46185,3206062002,32,6,6,2002
46384,3207372001,32,7,37,2001
44170,3205242007,32,5,24,2007
46182,3278051009,32,78,5,1009
45574,3208072014,32,8,7,2014
41313,3215262007,32,15,26,2007
45283,3212102017,32,12,10,2017
44152,3205092012,32,5,9,2012
45562,3208172003,32,8,17,2003
45416,3210071009,32,10,7,1009
45475,3210192003,32,10,19,2003
45475,3210192005,32,10,19,2005
17425,3275091005,32,75,9,1005
16311,3201342007,32,1,34,2007
43254,3203132006,32,3,13,2006
46189,3206072007,32,6,7,2007
43154,3202312001,32,2,31,2001
43267,3203192001,32,3,19,2001
43253,3203282007,32,3,28,2007
45584,3208292005,32,8,29,2005
16820,3201072007,32,1,7,2007
40554,3217072010,32,17,7,2010
40522,3277021002,32,77,2,1002
41356,3215112009,32,15,11,2009
41250,3213242005,32,13,24,2005
16720,3201242012,32,1,24,2012
45575,3208302003,32,8,30,2003
41115,3214162002,32,14,16,2002
46258,3207342005,32,7,34,2005
17540,3216122004,32,16,12,2004
43287,3203092009,32,3,9,2009
43281,3203072010,32,3,7,2010
41357,3215092011,32,15,9,2011
16680,3201302004,32,1,30,2004
44154,3205212003,32,5,21,2003
43266,3203182011,32,3,18,2011
45551,3208132024,32,8,13,2024
40374,3204172008,32,4,17,2008
46473,3206122004,32,6,12,2004
45552,3208182006,32,8,18,2006
45562,3208172016,32,8,17,2016
45582,3208242006,32,8,24,2006
45183,3209072001,32,9,7,2001
45168,3209352003,32,9,35,2003
43275,3203232002,32,3,23,2002
16711,3201042009,32,1,4,2009
40121,3273141004,32,73,14,1004
40261,3273131004,32,73,13,1004
40287,3204082003,32,4,8,2003
46155,3206332003,32,6,33,2003
41288,3213232003,32,13,23,2003
17411,3275081001,32,75,8,1001
45265,3212022002,32,12,2,2002
44175,3205272005,32,5,27,2005
45564,3208262003,32,8,26,2003
46175,3206352001,32,6,35,2001
46196,3278061014,32,78,6,1014
40112,3273191003,32,73,19,1003
16841,3201362005,32,1,36,2005
40296,3273291002,32,73,29,1002
45562,3208172004,32,8,17,2004
45571,3208082027,32,8,8,2027
44192,3205112003,32,5,11,2003
41285,3213172007,32,13,17,2007
46384,3207372007,32,7,37,2007
44115,3205011007,32,5,1,1007
40381,3204292009,32,4,29,2009
16711,3201042001,32,1,4,2001
43362,3202092007,32,2,9,2007
44151,3205042007,32,5,4,2007
43366,3202052006,32,2,5,2006
41167,3214052012,32,14,5,2012
41385,3215202003,32,15,20,2003
44150,3205052010,32,5,5,2010
45256,3212232005,32,12,23,2005
43266,3203182013,32,3,18,2013
44153,3205102005,32,5,10,2005
46252,3207112009,32,7,11,2009
40262,3273131006,32,73,13,1006
41354,3215082003,32,15,8,2003
46465,3206302004,32,6,30,2004
46191,3278071001,32,78,7,1001
45554,3208122002,32,8,12,2002
44183,3205412002,32,5,41,2002
40553,3217082007,32,17,8,2007
43121,3272011003,32,72,1,1003
43282,3203052002,32,3,5,2002
43365,3202032006,32,2,3,2006
40386,3204312002,32,4,31,2002
16750,3201252008,32,1,25,2008
45571,3208082029,32,8,8,2029
46187,3206082006,32,6,8,2006
45154,3209362005,32,9,36,2005
45271,3212072015,32,12,7,2015
40558,3217052006,32,17,5,2006
46464,3206282004,32,6,28,2004
41267,3213252002,32,13,25,2002
40122,3273181001,32,73,18,1001
46180,3206192010,32,6,19,2010
44188,3205142008,32,5,14,2008
46461,3206262004,32,6,26,2004
40161,3273071001,32,73,7,1001
45454,3210112009,32,10,11,2009
40554,3217072012,32,17,7,2012
46388,3207162002,32,7,16,2002
46391,3218052004,32,18,5,2004
46274,3207322007,32,7,32,2007
44193,3205402004,32,5,40,2004
41384,3215232005,32,15,23,2005
46151,3278091002,32,78,9,1002
43253,3203102005,32,3,10,2005
45458,3210152010,32,10,15,2010
46383,3207182009,32,7,18,2009
46474,3206132005,32,6,13,2005
40382,3204332011,32,4,33,2011
16830,3201062013,32,1,6,2013
45353,3211222011,32,11,22,2011
45187,3209322002,32,9,32,2002
45574,3208072018,32,8,7,2018
46187,3206012005,32,6,1,2005
43274,3203242007,32,3,24,2007
41116,3214152002,32,14,15,2002
41167,3214052009,32,14,5,2009
41163,3214062001,32,14,6,2001
41264,3213112004,32,13,11,2004
45583,3208042012,32,8,4,2012
16451,3276021011,32,76,2,1011
46196,3278061013,32,78,6,1013
46187,3206082002,32,6,8,2002
43355,3202152001,32,2,15,2001
45270,3212302009,32,12,30,2009
17511,3216052005,32,16,5,2005
16650,3201212007,32,1,21,2007
41313,3215262005,32,15,26,2005
45453,3210122015,32,10,12,2015
45574,3208072017,32,8,7,2017
44188,3205142001,32,5,14,2001
40396,3204272008,32,4,27,2008
45360,3211152001,32,11,15,2001
45257,3212312007,32,12,31,2007
45257,3212312002,32,12,31,2002
46157,3206372003,32,6,37,2003
40564,3217122005,32,17,12,2005
46385,3207172010,32,7,17,2010
45183,3209072008,32,9,7,2008
45170,3209382006,32,9,38,2006
44180,3205032001,32,5,3,2001
40376,3204142005,32,4,14,2005
40385,3204302009,32,4,30,2009
43176,3202262002,32,2,26,2002
45190,3209302001,32,9,30,2001
45586,3208032006,32,8,3,2006
41381,3215172010,32,15,17,2010
40615,3273251001,32,73,25,1001
43352,3202122014,32,2,12,2014
45260,3212262005,32,12,26,2005
46193,3206052009,32,6,5,2009
45162,3209242004,32,9,24,2004
43281,3203072015,32,3,7,2015
41287,3213262004,32,13,26,2004
46371,3218062001,32,18,6,2001
45361,3211162004,32,11,16,2004
16517,3276111004,32,76,11,1004
41165,3214082001,32,14,8,2001
46256,3207042003,32,7,4,2003
16422,3276061006,32,76,6,1006
43155,3202282004,32,2,28,2004
40383,3204352005,32,4,35,2005
40134,3273021005,32,73,2,1005
44152,3205092003,32,5,9,2003
40394,3204282007,32,4,28,2007
41386,3215152003,32,15,15,2003
43273,3203302008,32,3,30,2008
45356,3211192008,32,11,19,2008
43280,3203312007,32,3,31,2007
45171,3209142008,32,9,14,2008
43359,3202162008,32,2,16,2008
41175,3214172001,32,14,17,2001
43260,3203022009,32,3,2,2009
45591,3208102001,32,8,10,2001
44163,3205202002,32,5,20,2002
44192,3205112002,32,5,11,2002
16660,3201222001,32,1,22,2001
43292,3203082004,32,3,8,2004
45155,3209312010,32,9,31,2010
40225,3273031005,32,73,3,1005
45157,3209232012,32,9,23,2012
45573,3208312012,32,8,31,2012
45463,3210042017,32,10,4,2017
44171,3205222002,32,5,22,2002
43362,3202092008,32,2,9,2008
43153,3202302001,32,2,30,2001
40383,3204352009,32,4,35,2009
46381,3207292005,32,7,29,2005
45364,3211142002,32,11,14,2002
45552,3208182008,32,8,18,2008
43154,3202312007,32,2,31,2007
45164,3209282012,32,9,28,2012
45460,3210262005,32,10,26,2005
17158,3275111003,32,75,11,1003
45595,3208112004,32,8,11,2004
46384,3218072014,32,18,7,2014
45281,3212122008,32,12,12,2008
45364,3211142001,32,11,14,2001
46198,3206202008,32,6,20,2008
45353,3211222013,32,11,22,2013
45168,3209352001,32,9,35,2001
43142,3272071002,32,72,7,1002
44187,3205392004,32,5,39,2004
45281,3212122012,32,12,12,2012
16670,3201192015,32,1,19,2015
44155,3205322005,32,5,32,2005
