postal_code,kode_wilayah_concat,kode_provinsi,kode_kota_kabupaten,kode_kecamatan,kode_kelurahan
41258,3213152005,32,13,15,2005
16660,3201222006,32,1,22,2006
43152,3202292001,32,2,29,2001
41271,3213042013,32,13,4,2013
41375,3215142004,32,15,14,2004
16740,3201282002,32,1,28,2002
45571,3208082023,32,8,8,2023
46153,3206322008,32,6,32,2008
45566,3208152004,32,8,15,2004
44188,3205142024,32,5,14,2024
46151,3278041003,32,78,4,1003
45273,3212132013,32,12,13,2013
46265,3207332005,32,7,33,2005
43264,3203142008,32,3,14,2008
41262,3213052005,32,13,5,2005
45473,3210102013,32,10,10,2013
40556,3217042004,32,17,4,2004
45161,3209372008,32,9,37,2008
43362,3202092005,32,2,9,2005
43268,3203172016,32,3,17,2016
46419,3206392007,32,6,39,2007
43358,3202172004,32,2,17,2004
16424,3276061005,32,76,6,1005
45574,3208072010,32,8,7,2010
45564,3208262006,32,8,26,2006
40375,3204322006,32,4,32,2006
16371,3201402006,32,1,40,2006
41363,3215042004,32,15,4,2004
45466,3210032012,32,10,3,2012
46255,3207102009,32,7,10,2009
41254,3213212001,32,13,21,2001
16414,3276081003,32,76,8,1003
45157,3209232008,32,9,23,2008
46461,3206262006,32,6,26,2006
45271,3212072006,32,12,7,2006
45150,3209392002,32,9,39,2002
41255,3213302008,32,13,30,2008
16660,3201222012,32,1,22,2012
17320,3216182001,32,16,18,2001
45191,3209052010,32,9,5,2010
46185,3206062005,32,6,6,2005
46195,3206032006,32,6,3,2006
40396,3204272001,32,4,27,2001
46385,3207172018,32,7,17,2018
16720,3201242011,32,1,24,2011
45281,3212122010,32,12,12,2010
44188,3205142007,32,5,14,2007
45554,3208122010,32,8,12,2010
41381,3215172006,32,15,17,2006
43265,3203162007,32,3,16,2007
43275,3203232001,32,3,23,2001
45153,3209202007,32,9,20,2007
40383,3204352010,32,4,35,2010
45381,3211082006,32,11,8,2006
44165,3205312006,32,5,31,2006
45555,3208232002,32,8,23,2002
45311,3211172005,32,11,17,2005
45377,3211262006,32,11,26,2006
45460,3210262004,32,10,26,2004
41256,3213092003,32,13,9,2003
16630,3201162015,32,1,16,2015
45194,3209332004,32,9,33,2004
45170,3209382004,32,9,38,2004
40564,3217122011,32,17,12,2011
43276,3203222016,32,3,22,2016
41166,3214072006,32,14,7,2006
45571,3208082008,32,8,8,2008
45557,3208222006,32,8,22,2006
43281,3203072004,32,3,7,2004
45157,3209232010,32,9,23,2010
40215,3204262001,32,4,26,2001
16811,3201031007,32,1,3,1007
45191,3209052012,32,9,5,2012
43262,3203032010,32,3,3,2010
45392,3211102013,32,11,10,2013
40283,3273161005,32,73,16,1005
45652,3209162012,32,9,16,2012
45215,3212152011,32,12,15,2011
40215,3204262004,32,4,26,2004
45462,3210052010,32,10,5,2010
17620,3216032004,32,16,3,2004
45470,3210082019,32,10,8,2019
43171,3202082009,32,2,8,2009
45553,3208162013,32,8,16,2013
41163,3214062011,32,14,6,2011
45183,3209072007,32,9,7,2007
43263,3203152006,32,3,15,2006
43196,3202392003,32,2,39,2003
43275,3203232005,32,3,23,2005
43197,3202402003,32,2,40,2003
40396,3204272004,32,4,27,2004
41165,3214082012,32,14,8,2012
45514,3208092014,32,8,9,2014
16320,3201372003,32,1,37,2003
44179,3205152002,32,5,15,2002
16711,3201042012,32,1,4,2012
40396,3204272003,32,4,27,2003
16670,3201192006,32,1,19,2006
41162,3214042016,32,14,4,2016
44160,3205072006,32,5,7,2006
45466,3210032004,32,10,3,2004
43286,3203262010,32,3,26,2010
45454,3210112005,32,10,11,2005
46195,3206032003,32,6,3,2003
16417,3276051003,32,76,5,1003
44192,3205112006,32,5,11,2006
40552,3217062005,32,17,6,2005
45551,3208132017,32,8,13,2017
41311,3215011007,32,15,1,1007
45461,3210062008,32,10,6,2008
16610,3201292002,32,1,29,2002
16811,3201032010,32,1,3,2010
17630,3216142007,32,16,14,2007
40616,3204072001,32,4,7,2001
16611,3201312003,32,1,31,2003
45186,3209062016,32,9,6,2016
41164,3214112007,32,14,11,2007
41174,3214092010,32,14,9,2010
41181,3214132002,32,14,13,2002
40553,3217082010,32,17,8,2010
43187,3202382002,32,2,38,2002
45158,3209182008,32,9,18,2008
41259,3213132003,32,13,13,2003
44174,3205282003,32,5,28,2003
45117,3274041002,32,74,4,1002
46419,3206392002,32,6,39,2002
45262,3212042006,32,12,4,2006
45456,3210162017,32,10,16,2017
46186,3206022014,32,6,2,2014
41373,3215132010,32,15,13,2010
41351,3215222003,32,15,22,2003
16611,3201312001,32,1,31,2001
45256,3212232011,32,12,23,2011
44165,3205312002,32,5,31,2002
45611,3209152002,32,9,15,2002
40162,3273071005,32,73,7,1005
43274,3203242008,32,3,24,2008
41352,3215062008,32,15,6,2008
45321,3211182011,32,11,18,2011
43211,3203011006,32,3,1,1006
16360,3201202011,32,1,20,2011
41364,3215282003,32,15,28,2003
17412,3275081006,32,75,8,1006
46475,3206092006,32,6,9,2006
16310,3201122009,32,1,12,2009
17630,3216142003,32,16,14,2003
46258,3207342008,32,7,34,2008
40124,3273181003,32,73,18,1003
16370,3201232002,32,1,23,2002
17532,3216192007,32,16,19,2007
41385,3215202006,32,15,20,2006
45373,3211012011,32,11,1,2011
45391,3211072002,32,11,7,2002
43280,3203312006,32,3,31,2006
46472,3206142001,32,6,14,2001
43167,3272061005,32,72,6,1005
17340,3216222001,32,16,22,2001
41375,3215142012,32,15,14,2012
45164,3209282010,32,9,28,2010
45581,3208062006,32,8,6,2006
46419,3206392008,32,6,39,2008
44163,3205202006,32,5,20,2006
46386,3207302005,32,7,30,2005
46263,3207072014,32,7,7,2014
45458,3210152011,32,10,15,2011
44184,3205162003,32,5,16,2003
41284,3213142002,32,13,14,2002
41263,3213162004,32,13,16,2004
41174,3214092009,32,14,9,2009
17621,3216042006,32,16,4,2006
41287,3213262003,32,13,26,2003
45356,3211192004,32,11,19,2004
40567,3217112004,32,17,11,2004
16640,3201142006,32,1,14,2006
40565,3217152002,32,17,15,2002
46198,3206202004,32,6,20,2004
45364,3211142006,32,11,14,2006
41361,3215272002,32,15,27,2002
43272,3203212006,32,3,21,2006
41267,3213252009,32,13,25,2009
16439,3276071003,32,76,7,1003
45573,3208312001,32,8,31,2001
45468,3210222010,32,10,22,2010
43355,3202152002,32,2,15,2002
45554,3208122004,32,8,12,2004
45190,3209302002,32,9,30,2002
41357,3215092008,32,15,9,2008
16167,3271061009,32,71,6,1009
40563,3217142004,32,17,14,2004
45221,3212162002,32,12,16,2002
43260,3203022008,32,3,2,2008
43364,3202012005,32,2,1,2005
45188,3209022011,32,9,2,2011
43291,3203122016,32,3,12,2016
45452,3210132006,32,10,13,2006
45453,3210122018,32,10,12,2018
46114,3278031004,32,78,3,1004
41272,3213202001,32,13,20,2001
43154,3202312006,32,2,31,2006
43291,3203122012,32,3,12,2012
43273,3203302003,32,3,30,2003
17340,3216222004,32,16,22,2004
16437,3276071002,32,76,7,1002
16630,3201162011,32,1,16,2011
16750,3201251010,32,1,25,1010
45261,3212052005,32,12,5,2005
44118,3205011008,32,5,1,1008
45470,3210082017,32,10,8,2017
44189,3205132001,32,5,13,2001
40532,3277011004,32,77,1,1004
46396,3218092003,32,18,9,2003
41353,3215102008,32,15,10,2008
43363,3202042001,32,2,4,2001
17631,3216152003,32,16,15,2003
43355,3202152004,32,2,15,2004
41256,3213092007,32,13,9,2007
43155,3202282003,32,2,28,2003
43366,3202052008,32,2,5,2008
43367,3202062007,32,2,6,2007
46473,3206122009,32,6,12,2009
41163,3214062003,32,14,6,2003
43363,3202042002,32,2,4,2002
45159,3209192008,32,9,19,2008
45473,3210102004,32,10,10,2004
41353,3215102003,32,15,10,2003
45165,3209292009,32,9,29,2009
45377,3211262002,32,11,26,2002
45561,3208012009,32,8,1,2009
45274,3212082007,32,12,8,2007
45553,3208092015,32,8,9,2015
45581,3208062004,32,8,6,2004
43364,3202012008,32,2,1,2008
41285,3213172006,32,13,17,2006
46395,3218032011,32,18,3,2011
17510,3216062004,32,16,6,2004
45467,3210232005,32,10,23,2005
41257,3213182002,32,13,18,2002
43196,3202392001,32,2,39,2001
43367,3202062001,32,2,6,2001
40554,3217072011,32,17,7,2011
46255,3207102015,32,7,10,2015
45170,3209382002,32,9,38,2002
40291,3273201006,32,73,20,1006
16138,3271011012,32,71,1,1012
40972,3204382006,32,4,38,2006
46151,3278091004,32,78,9,1004
40564,3217122008,32,17,12,2008
40164,3273071003,32,73,7,1003
46256,3207042005,32,7,4,2005
43151,3202322003,32,2,32,2003
41181,3214132007,32,14,13,2007
45457,3210142008,32,10,14,2008
44119,3205011005,32,5,1,1005
41258,3213152001,32,13,15,2001
45181,3209102006,32,9,10,2006
46271,3207032008,32,7,3,2008
46186,3206022009,32,6,2,2009
40383,3204352004,32,4,35,2004
43134,3202292002,32,2,29,2002
41270,3213272008,32,13,27,2008
46182,3278051005,32,78,5,1005
45566,3208152002,32,8,15,2002
45371,3211062009,32,11,6,2009
40386,3204312003,32,4,31,2003
45256,3212232004,32,12,23,2004
40294,3273271001,32,73,27,1001
44165,3205312013,32,5,31,2013
16831,3201092003,32,1,9,2003
40384,3204362002,32,4,36,2002
45122,3274011002,32,74,1,1002
45193,3209042003,32,9,4,2003
45152,3209222016,32,9,22,2016
46387,3207152011,32,7,15,2011
45512,3208091006,32,8,9,1006
45254,3212212013,32,12,21,2013
16840,3201082001,32,1,8,2001
40552,3217062008,32,17,6,2008
43193,3202352001,32,2,35,2001
45160,3209172002,32,9,17,2002
41265,3213102006,32,13,10,2006
41283,3213022004,32,13,2,2004
46198,3206202006,32,6,20,2006
45461,3210062018,32,10,6,2018
45456,3210162012,32,10,16,2012
45554,3208122003,32,8,12,2003
45151,3209212006,32,9,21,2006
45281,3212122004,32,12,12,2004
17533,3216111007,32,16,11,1007
43286,3203262005,32,3,26,2005
43366,3202052012,32,2,5,2012
43178,3202462001,32,2,46,2001
16519,3276031002,32,76,3,1002
44179,3205152008,32,5,15,2008
41270,3213272009,32,13,27,2009
17114,3275051003,32,75,5,1003
45273,3212132001,32,12,13,2001
43178,3202462004,32,2,46,2004
44188,3205142012,32,5,14,2012
40911,3204462006,32,4,46,2006
45355,3211232005,32,11,23,2005
44185,3205122007,32,5,12,2007
46155,3206342006,32,6,34,2006
45466,3210032001,32,10,3,2001
44116,3205182004,32,5,18,2004
43183,3202442002,32,2,44,2002
41360,3215032003,32,15,3,2003
46386,3207302009,32,7,30,2009
46187,3206082003,32,6,8,2003
43286,3203262004,32,3,26,2004
45160,3209172003,32,9,17,2003
40972,3204382003,32,4,38,2003
41284,3213142010,32,13,14,2010
40563,3217142006,32,17,14,2006
45456,3210162013,32,10,16,2013
46384,3218072006,32,18,7,2006
43186,3202452004,32,2,45,2004
40378,3204152003,32,4,15,2003
45171,3209142003,32,9,14,2003
45466,3210032007,32,10,3,2007
43262,3203032006,32,3,3,2006
45591,3208102015,32,8,10,2015
46195,3206032001,32,6,3,2001
40614,3273281002,32,73,28,1002
44169,3205352005,32,5,35,2005
45281,3212122016,32,12,12,2016
45459,3210182002,32,10,18,2002
46464,3206282003,32,6,28,2003
45582,3208242008,32,8,24,2008
46252,3207112008,32,7,11,2008
41162,3214042003,32,14,4,2003
41281,3213122017,32,13,12,2017
46271,3207032004,32,7,3,2004
44174,3205282011,32,5,28,2011
17215,3216012007,32,16,1,2007
16610,3201292011,32,1,29,2011
43165,3272071004,32,72,7,1004
46191,3278071007,32,78,7,1007
41266,3213222007,32,13,22,2007
41281,3213122014,32,13,12,2014
41261,3213062005,32,13,6,2005
46274,3207322008,32,7,32,2008
43280,3203312008,32,3,31,2008
45573,3208312004,32,8,31,2004
16740,3201282009,32,1,28,2009
16917,3201011011,32,1,1,1011
45470,3210082015,32,10,8,2015
46198,3206202010,32,6,20,2010
46391,3218052014,32,18,5,2014
40556,3217042006,32,17,4,2006
40559,3217022001,32,17,2,2001
45373,3211012004,32,11,1,2004
44154,3205212006,32,5,21,2006
43254,3203132003,32,3,13,2003
44154,3205212002,32,5,21,2002
45172,3209132001,32,9,13,2001
41352,3215062002,32,15,6,2002
45321,3211182013,32,11,18,2013
45282,3212112012,32,12,11,2012
44177,3205302004,32,5,30,2004
41172,3214102009,32,14,10,2009
45321,3211182005,32,11,18,2005
41374,3215242005,32,15,24,2005
40382,3204332008,32,4,33,2008
41164,3214112001,32,14,11,2001
46474,3206132002,32,6,13,2002
40374,3204172009,32,4,17,2009
45189,3209092001,32,9,9,2001
16740,3201282007,32,1,28,2007
45591,3208102002,32,8,10,2002
41383,3215192005,32,15,19,2005
16912,3201011005,32,1,1,1005
46265,3207332002,32,7,33,2002
44116,3205011006,32,5,1,1006
43356,3202472006,32,2,47,2006
45464,3210022022,32,10,2,2022
40195,3273301004,32,73,30,1004
46393,3218012002,32,18,1,2002
45156,3209402002,32,9,40,2002
46473,3206122007,32,6,12,2007
40552,3217062006,32,17,6,2006
16770,3201262005,32,1,26,2005
46258,3207342006,32,7,34,2006
41256,3213092004,32,13,9,2004
16311,3201342004,32,1,34,2004
45158,3209182014,32,9,18,2014
45571,3208082009,32,8,8,2009
45281,3212122006,32,12,12,2006
41374,3215242001,32,15,24,2001
41386,3215152001,32,15,15,2001
16611,3201312007,32,1,31,2007
45321,3211182004,32,11,18,2004
45562,3208172017,32,8,17,2017
40558,3217052003,32,17,5,2003
45191,3209052011,32,9,5,2011
45253,3212202006,32,12,20,2006
41383,3215192001,32,15,19,2001
44186,3205382005,32,5,38,2005
16371,3201402007,32,1,40,2007
45186,3209062012,32,9,6,2012
43281,3203072012,32,3,7,2012
40184,3273051005,32,73,5,1005
46153,3206322009,32,6,32,2009
16830,3201062004,32,1,6,2004
45467,3210232013,32,10,23,2013
44189,3205132005,32,5,13,2005
45383,3211252005,32,11,25,2005
40231,3273041003,32,73,4,1003
43175,3202202001,32,2,20,2001
16770,3201262011,32,1,26,2011
45363,3211052009,32,11,5,2009
45459,3210182003,32,10,18,2003
40381,3204292007,32,4,29,2007
45562,3208172006,32,8,17,2006
40564,3217122006,32,17,12,2006
41266,3213222004,32,13,22,2004
45366,3211122005,32,11,12,2005
45282,3212112009,32,12,11,2009
45464,3210022009,32,10,2,2009
44181,3205192005,32,5,19,2005
17520,3216072002,32,16,7,2002
40125,3273141005,32,73,14,1005
40559,3217022004,32,17,2,2004
44176,3205292011,32,5,29,2011
45514,3208091009,32,8,9,1009
46256,3207042004,32,7,4,2004
45365,3211132006,32,11,13,2006
16730,3201272003,32,1,27,2003
46391,3218052011,32,18,5,2011
45391,3211072009,32,11,7,2009
45354,3211202007,32,11,20,2007
16110,3201382006,32,1,38,2006
45463,3210042009,32,10,4,2009
44150,3205052004,32,5,5,2004
16431,3276011006,32,76,1,1006
41353,3215102002,32,15,10,2002
43196,3202392009,32,2,39,2009
45552,3208182010,32,8,18,2010
45458,3210152001,32,10,15,2001
45171,3209142007,32,9,14,2007
45364,3211142011,32,11,14,2011
16513,3276091004,32,76,9,1004
40374,3204172003,32,4,17,2003
45186,3209062011,32,9,6,2011
45454,3210112003,32,10,11,2003
40972,3204382005,32,4,38,2005
45158,3209182006,32,9,18,2006
40375,3204321004,32,4,32,1004
46352,3207052005,32,7,5,2005
45465,3210012008,32,10,1,2008
40238,3204442006,32,4,44,2006
45274,3212082016,32,12,8,2016
16311,3201342002,32,1,34,2002
40141,3273081001,32,73,8,1001
40562,3217102002,32,17,10,2002
45215,3212152010,32,12,15,2010
16630,3201162009,32,1,16,2009
44161,3205082011,32,5,8,2011
45473,3210102011,32,10,10,2011
46183,3206172002,32,6,17,2002
46197,3206222003,32,6,22,2003
45561,3208012001,32,8,1,2001
43362,3202092011,32,2,9,2011
45253,3212202002,32,12,20,2002
46252,3207112003,32,7,11,2003
43181,3202412002,32,2,41,2002
45375,3211042006,32,11,4,2006
45183,3209072013,32,9,7,2013
17710,3216132007,32,16,13,2007
46256,3207042001,32,7,4,2001
16740,3201282001,32,1,28,2001
45275,3212272004,32,12,27,2004
40375,3204322005,32,4,32,2005
16115,3271041003,32,71,4,1003
40282,3273161004,32,73,16,1004
17540,3216122007,32,16,12,2007
17710,3216132005,32,16,13,2005
46255,3207102013,32,7,10,2013
41357,3215092001,32,15,9,2001
43112,3272021004,32,72,2,1004
43282,3203052007,32,3,5,2007
16350,3201182011,32,1,18,2011
44163,3205202017,32,5,20,2017
43197,3202402004,32,2,40,2004
46384,3207372006,32,7,37,2006
45557,3208222005,32,8,22,2005
43275,3203232010,32,3,23,2010
41287,3213262006,32,13,26,2006
43271,3203202002,32,3,20,2002
45311,3211172009,32,11,17,2009
45188,3209022013,32,9,2,2013
40152,3273011001,32,73,1,1001
43286,3203262002,32,3,26,2002
46189,3206072001,32,6,7,2001
41172,3214102007,32,14,10,2007
41373,3215132003,32,15,13,2003
46391,3218052008,32,18,5,2008
41254,3213212002,32,13,21,2002
45157,3209232003,32,9,23,2003
41350,3215302008,32,15,30,2008
45551,3208132008,32,8,13,2008
45152,3209222012,32,9,22,2012
45258,3212172005,32,12,17,2005
45123,3274011001,32,74,1,1001
16165,3271061004,32,71,6,1004
43177,3202222005,32,2,22,2005
40375,3204342003,32,4,34,2003
45353,3211222007,32,11,22,2007
40241,3273101005,32,73,10,1005
40225,3204092001,32,4,9,2001
40915,3204372004,32,4,37,2004
41377,3215292007,32,15,29,2007
43170,3202212014,32,2,21,2014
43262,3203032009,32,3,3,2009
45256,3212232012,32,12,23,2012
45172,3209132003,32,9,13,2003
41382,3215182007,32,15,18,2007
17720,3216162007,32,16,16,2007
41163,3214062014,32,14,6,2014
41383,3215192003,32,15,19,2003
46252,3207112006,32,7,11,2006
44165,3205312008,32,5,31,2008
17534,3216092007,32,16,9,2007
45591,3208102023,32,8,10,2023
40385,3204302002,32,4,30,2002
45565,3208022001,32,8,2,2001
44186,3205382009,32,5,38,2009
41352,3215062001,32,15,6,2001
45252,3212182004,32,12,18,2004
44182,3205022018,32,5,2,2018
16310,3201122007,32,1,12,2007
41167,3214052011,32,14,5,2011
45474,3210212009,32,10,21,2009
16412,3276051001,32,76,5,1001
45194,3209332006,32,9,33,2006
41372,3215162010,32,15,16,2010
45473,3210102002,32,10,10,2002
44162,3205172010,32,5,17,2010
45381,3211082004,32,11,8,2004
44175,3205272007,32,5,27,2007
44115,3205422005,32,5,42,2005
45454,3210112008,32,10,11,2008
17530,3216082005,32,16,8,2005
16118,3271041015,32,71,4,1015
46274,3207322009,32,7,32,2009
43351,3202112003,32,2,11,2003
45587,3208052004,32,8,5,2004
44188,3205142017,32,5,14,2017
45164,3209282013,32,9,28,2013
45259,3212242005,32,12,24,2005
41165,3214082002,32,14,8,2002
43357,3202132002,32,2,13,2002
41167,3214052008,32,14,5,2008
46153,3206322003,32,6,32,2003
44161,3205082005,32,5,8,2005
41361,3215272003,32,15,27,2003
45281,3212122011,32,12,12,2011
41375,3215142009,32,15,14,2009
43194,3202342005,32,2,34,2005
44177,3205302009,32,5,30,2009
45583,3208042006,32,8,4,2006
45364,3211142005,32,11,14,2005
45451,3210242007,32,10,24,2007
46190,3278101006,32,78,10,1006
46182,3278051003,32,78,5,1003
46268,3207312002,32,7,31,2002
41270,3213272006,32,13,27,2006
45263,3212032004,32,12,3,2004
45652,3209162005,32,9,16,2005
16740,3201282008,32,1,28,2008
43191,3202362003,32,2,36,2003
41162,3214042011,32,14,4,2011
44162,3205172002,32,5,17,2002
41361,3215272009,32,15,27,2009
46196,3278061005,32,78,6,1005
45190,3209302009,32,9,30,2009
44177,3205302002,32,5,30,2002
45254,3212212002,32,12,21,2002
41382,3215182010,32,15,18,2010
40385,3204302011,32,4,30,2011
41350,3215302009,32,15,30,2009
43196,3202392010,32,2,39,2010
43186,3202452006,32,2,45,2006
41384,3215232006,32,15,23,2006
44181,3205192003,32,5,19,2003
46396,3218092007,32,18,9,2007
45281,3212122013,32,12,12,2013
43268,3203172010,32,3,17,2010
46175,3206352004,32,6,35,2004
17540,3216122002,32,16,12,2002
45270,3212302011,32,12,30,2011
43292,3203082002,32,3,8,2002
17352,3216232003,32,16,23,2003
43273,3203302002,32,3,30,2002
45461,3210062016,32,10,6,2016
40551,3217032005,32,17,3,2005
46263,3207072013,32,7,7,2013
41372,3215162007,32,15,16,2007
45383,3211252001,32,11,25,2001
43358,3202172005,32,2,17,2005
16416,3276051008,32,76,5,1008
44164,3205332004,32,5,33,2004
41162,3214042009,32,14,4,2009
46273,3207122003,32,7,12,2003
40378,3204152009,32,4,15,2009
16830,3201062003,32,1,6,2003
16124,3271031004,32,71,3,1004
43181,3202412011,32,2,41,2011
41250,3213242006,32,13,24,2006
46157,3206372001,32,6,37,2001
46343,3279041004,32,79,4,1004
44177,3205302007,32,5,30,2007
45353,3211222004,32,11,22,2004
17510,3216061001,32,16,6,1001
46342,3279042003,32,79,4,2003
43172,3202252001,32,2,25,2001
40286,3273221001,32,73,22,1001
46384,3207372005,32,7,37,2005
45557,3208222002,32,8,22,2002
17141,3275041002,32,75,4,1002
45185,3209082009,32,9,8,2009
43269,3203252004,32,3,25,2004
45270,3212302010,32,12,30,2010
43356,3202472005,32,2,47,2005
43173,3202372006,32,2,37,2006
40553,3217082001,32,17,8,2001
43254,3203132007,32,3,13,2007
45180,3209012014,32,9,1,2014
40974,3204402004,32,4,40,2004
41280,3213292001,32,13,29,2001
41285,3213172005,32,13,17,2005
45472,3210092010,32,10,9,2010
16112,3271041008,32,71,4,1008
44153,3205102008,32,5,10,2008
45185,3209082001,32,9,8,2001
45355,3211232006,32,11,23,2006
45462,3210052013,32,10,5,2013
40395,3204252012,32,4,25,2012
45556,3208322011,32,8,32,2011
43281,3203072011,32,3,7,2011
46419,3206392004,32,6,39,2004
46384,3218072001,32,18,7,2001
45285,3212142010,32,12,14,2010
45262,3212042003,32,12,4,2003
46463,3206272016,32,6,27,2016
43282,3203052005,32,3,5,2005
40559,3217022003,32,17,2,2003
45365,3211132010,32,11,13,2010
17320,3216182003,32,16,18,2003
41354,3215082004,32,15,8,2004
16711,3201042003,32,1,4,2003
45558,3208142008,32,8,14,2008
45188,3209022009,32,9,2,2009
46182,3278051002,32,78,5,1002
41356,3215112011,32,15,11,2011
46419,3206392005,32,6,39,2005
40175,3273061006,32,73,6,1006
46371,3218062005,32,18,6,2005
16513,3276091003,32,76,9,1003
40561,3217092005,32,17,9,2005
41261,3213062003,32,13,6,2003
45271,3212072016,32,12,7,2016
46181,3278081006,32,78,8,1006
46274,3207322005,32,7,32,2005
16841,3201362006,32,1,36,2006
17431,3275121004,32,75,12,1004
40554,3217072003,32,17,7,2003
45363,3211052010,32,11,5,2010
44170,3205242006,32,5,24,2006
44189,3205132003,32,5,13,2003
16630,3201162007,32,1,16,2007
41180,3214022007,32,14,2,2007
45260,3212262007,32,12,26,2007
45553,3208162014,32,8,16,2014
45284,3212092003,32,12,9,2003
45363,3211052004,32,11,5,2004
45464,3210022012,32,10,2,2012
45163,3209252006,32,9,25,2006
43170,3202212007,32,2,21,2007
45192,3209032004,32,9,3,2004
46155,3206332004,32,6,33,2004
45462,3210052008,32,10,5,2008
45553,3208162007,32,8,16,2007
16810,3201052005,32,1,5,2005
43272,3203212007,32,3,21,2007
45184,3209342001,32,9,34,2001
45564,3208262005,32,8,26,2005
44191,3205062011,32,5,6,2011
45465,3210012017,32,10,1,2017
16371,3201402004,32,1,40,2004
45458,3210152006,32,10,15,2006
43181,3202412008,32,2,41,2008
41270,3213272010,32,13,27,2010
43267,3203192009,32,3,19,2009
45192,3209032008,32,9,3,2008
45159,3209192004,32,9,19,2004
43170,3202212008,32,2,21,2008
45591,3208102009,32,8,10,2009
16810,3201052007,32,1,5,2007
46262,3207062005,32,7,6,2005
41371,3215052007,32,15,5,2007
43185,3202232001,32,2,23,2001
41370,3215212003,32,15,21,2003
45260,3212262006,32,12,26,2006
45591,3208102005,32,8,10,2005
45256,3212232006,32,12,23,2006
43365,3202032002,32,2,3,2002
46113,3278031002,32,78,3,1002
43267,3203192006,32,3,19,2006
43174,3202072004,32,2,7,2004
45518,3208091008,32,8,9,1008
43363,3202042003,32,2,4,2003
17511,3216052007,32,16,5,2007
45581,3208062003,32,8,6,2003
43285,3203042001,32,3,4,2001
40384,3204362003,32,4,36,2003
16812,3201172009,32,1,17,2009
43272,3203212008,32,3,21,2008
45360,3211152012,32,11,15,2012
46387,3207152003,32,7,15,2003
44160,3205072011,32,5,7,2011
43252,3203112014,32,3,11,2014
43175,3202202004,32,2,20,2004
16340,3201112005,32,1,11,2005
44151,3205042001,32,5,4,2001
45366,3211122002,32,11,12,2002
46186,3206022012,32,6,2,2012
46255,3207102018,32,7,10,2018
45557,3208222001,32,8,22,2001
44166,3205362005,32,5,36,2005
40217,3204102003,32,4,10,2003
40222,3273031002,32,73,3,1002
46397,3218082001,32,18,8,2001
43185,3202232005,32,2,23,2005
46352,3207052003,32,7,5,2003
16730,3201272007,32,1,27,2007
45474,3210212010,32,10,21,2010
40383,3204352006,32,4,35,2006
45463,3210042001,32,10,4,2001
41263,3213162010,32,13,16,2010
43363,3202042006,32,2,4,2006
45652,3209162007,32,9,16,2007
40974,3204402001,32,4,40,2001
45377,3211262004,32,11,26,2004
43359,3202162002,32,2,16,2002
41285,3213172004,32,13,17,2004
45259,3212242002,32,12,24,2002
16124,3271031010,32,71,3,1010
40391,3217012012,32,17,1,2012
45255,3212222005,32,12,22,2005
46382,3207192010,32,7,19,2010
17620,3216032005,32,16,3,2005
43114,3272021002,32,72,2,1002
40556,3217042013,32,17,4,2013
16129,3271031006,32,71,3,1006
45191,3209052003,32,9,5,2003
45154,3209362007,32,9,36,2007
45280,3212282006,32,12,28,2006
40560,3217162006,32,17,16,2006
45557,3208222003,32,8,22,2003
45282,3212112011,32,12,11,2011
43252,3203112011,32,3,11,2011
40377,3204132001,32,4,13,2001
40552,3217062004,32,17,6,2004
41358,3215072008,32,15,7,2008
45260,3212262008,32,12,26,2008
45159,3209192007,32,9,19,2007
45392,3211102014,32,11,10,2014
45155,3209312006,32,9,31,2006
44181,3205192012,32,5,19,2012
43213,3203011009,32,3,1,1009
46417,3206242004,32,6,24,2004
41250,3213242003,32,13,24,2003
44182,3205022007,32,5,2,2007
16154,3271051007,32,71,5,1007
17212,3216012008,32,16,1,2008
16169,3271061010,32,71,6,1010
44169,3205352008,32,5,35,2008
43273,3203302012,32,3,30,2012
16660,3201222003,32,1,22,2003
40911,3204462003,32,4,46,2003
45564,3208262007,32,8,26,2007
45354,3211202003,32,11,20,2003
44169,3205352007,32,5,35,2007
45559,3208192007,32,8,19,2007
43364,3202012006,32,2,1,2006
43283,3203062010,32,3,6,2010
45283,3212102009,32,12,10,2009
41181,3214132006,32,14,13,2006
44163,3205202003,32,5,20,2003
16340,3201112007,32,1,11,2007
45264,3212252007,32,12,25,2007
16320,3201372005,32,1,37,2005
44179,3205152005,32,5,15,2005
41163,3214062008,32,14,6,2008
41375,3215142008,32,15,14,2008
41182,3214142001,32,14,14,2001
41167,3214052006,32,14,5,2006
44174,3205282002,32,5,28,2002
45151,3209212007,32,9,21,2007
45158,3209182007,32,9,18,2007
41355,3215122003,32,15,12,2003
17530,3216082006,32,16,8,2006
45365,3211132009,32,11,13,2009
45166,3209272012,32,9,27,2012
46197,3206222005,32,6,22,2005
45464,3210022016,32,10,2,2016
16661,3201352006,32,1,35,2006
45574,3208302007,32,8,30,2007
43177,3202222004,32,2,22,2004
45280,3212282003,32,12,28,2003
44177,3205302010,32,5,30,2010
45454,3210112014,32,10,11,2014
43285,3203042002,32,3,4,2002
17510,3216062009,32,16,6,2009
45459,3210182008,32,10,18,2008
43261,3203272001,32,3,27,2001
43363,3202042004,32,2,4,2004
46180,3206192011,32,6,19,2011
43182,3202422001,32,2,42,2001
45468,3210222003,32,10,22,2003
